Id	Standard Label	HyId	TupId	Type	Comments
1216	Decrease (increase) in net debt during period	13		Money	
1217	Decrease (increase) in net debt from changes recognised in market value	13		Money	
1218	Decrease (increase) in net debt from exchange adjustments	13		Money	
1219	Decrease (increase) in net debt resulting from cash flows	13		Money	
1220	Decrease (increase) in provisions	13		Money	
1221	Decrease (increase) in stocks	13		Money	
1222	Deduction from aggregate dividends for dividends for ESOP trusts	26		Money	
1223	Deduction from aggregate dividends for dividends for individual ESOP trust	1	36	Money	
1224	Default or other breaches remedied before financial statements authorised for issue [true/false]	1	60	Boolean	
1225	Deferred consideration, disposal of subsidiaries	33		Money	
1226	Deferred consideration for acquisitions	13		Money	
1227	Deferred consideration for acquisitions after one year	13		Money	
1228	Deferred development expenditure increase (decrease)	22		Money	
1229	Deferred payments for acquisitions in prior periods	13		Money	
1230	Deferred receipts for sales in prior periods	13		Money	
1231	Deferred tax arising on gains (losses) in pension schemes	1		Money	All 1,14,39 HyIds to go
"	"	14		Money	"
"	"	39		Money	"
1232	Deferred tax arising on other gains and losses recognised in this statement	14		Money	
1233	Deferred tax, current asset	21		Money	
1234	Deferred tax, current asset due after one year	13		Money	
1235	Deferred tax, current asset due within one year	13		Money	
1236	Deferred tax liability	21		Money	
1237	Deferred tax liability (asset) related to defined benefit scheme	27		Money	
1238	Deferred taxation, acquisition	31		Money	
1239	Deficit (surplus) on pension scheme	27		Money	
1240	Defined benefit obligation from schemes that are wholly or partly funded, present value	27		Money	
1241	Defined benefit obligation from schemes that are wholly unfunded, present value	27		Money	
1242	Defined benefit obligation, present value	27		Money	
1243	Defined benefit pensions policy	27		String	
1244	Defined benefit scheme asset (liability) position free-text comment	27		String	
1245	Defined benefit scheme free-text comment	27		String	
1247	Defined benefit scheme is a multi-employer scheme [true/false]	27		Boolean	
1250	Defined contribution pensions policy	27		String	
1251	Defined contribution scheme free-text comment	27		String	
1253	Definite redemption date, redeemable preference share	41		Date	
1254	Departures from normal assumptions [grouping]		25	Tuple	All Tuple Members to go: 1566
1255	Deposits with credit institutions, available-for-sale financial assets	29		Money	
1256	Deposits with credit institutions, financial assets through profit and loss, designated	29		Money	
1257	Deposits with credit institutions, financial assets through profit and loss, held for trading	29		Money	
1258	Deposits with credit institutions, held-to-maturity investments	29		Money	
1259	Depreciation and impairment (reversal) of tangible fixed assets	5		Money	All 5,38 HyIds to go
"	"	38		Money	"
1263	Depreciation and other amounts written off tangible and intangible fixed assets	9		Money	All 9,38 HyIds to go
"	"	38		Money	"
1268	Depreciation of tangible fixed assets, expense	5		Money	All 5,38 HyIds to go
"	"	38		Money	"
1269	Depreciation of tangible and intangible fixed assets	9		Money	
1270	Derecognition of financial assets [grouping]		26	Tuple	All Tuple Members to go: 1570, 1395, 530, 525, 528
1272	Derivative financial instruments, asset	29		Money	
1276	Derivative financial instruments, liability	29		Money	
1277	Derivative financial instruments policy	1		String	
1278	Derivatives assets, designated as cash flow hedges	29		Money	
1279	Derivatives assets, designated as fair value hedges	29		Money	
1280	Derivatives assets, designated as hedges of net investment	29		Money	
1281	Derivatives assets, designated hedges	29		Money	
1282	Derivatives assets, held for trading	29		Money	
1283	Derivatives liabilities, designated as cash flow hedges	29		Money	
1284	Derivatives liabilities, designated as fair value hedges	29		Money	
1285	Derivatives liabilities, designated as hedges of net investment	29		Money	
1286	Derivatives liabilities, held for trading	29		Money	
1287	Description of accounting standard concerned	1	138	String	
1288	Description of achievement of capital management objectives	1		String	
1289	Description of additional representative information on exposure to risk	1		String	
1290	Description of alternative sensitivity analysis	1	4	String	
1291	Description of the amounts not recognised	1	142	String	
1292	Description of analysis of income and expense from securitisation	1	120	String	
1293	Description of analysis of profit (loss) from loan transfer arrangement	1	59	String	
1294	Description of analysis of scheme liabilities between pensioners, deferred pensions and employed members	27		String	
1295	Description of any change in the definition of business segments or related accounting policies	1		String	
1296	Description of any change in the definition of geographic segments or related accounting policies	1		String	
1297	Description of any changes to previous period comparatives	1		String	
1298	Description of any factors which make the foreign exchange risk sensitivity analysis unrepresentative	1		String	
1299	Description of any factors which make the interest rate risk sensitivity analysis unrepresentative	1		String	
1300	Description of any factors which make the market risk sensitivity analysis unrepresentative	1		String	
1301	Description of any factors which make the other price risk sensitivity analysis unrepresentative	1		String	
1302	Description of any non-comparable items in the profit and loss account or balance sheet	1		String	
1303	Description of any performance conditions related to share-based arrangement	28		String	
1304	Description of any reasons why sensitivity analysis may be unrepresentative	1		String	
1305	Description of any restrictions relating to assets and liabilities of individual employee benefit trust recognised on the balance sheet	1	35	String	
1306	Description of any significant restrictions on parent entity's access to distributable profits of subsidiaries	1		String	
1307	Description of asset and circumstances in which asset would be recoverable	1	141	String	
1308	Description of asset or liabilities to which provisional fair values apply and why fair values are provisional	31	106	String	
1309	Description of asset with non-recourse finance arrangement	1	6	String	
1310	Description of assets or liabilities affected by the contingent purchase consideration	31	20	String	
1311	Description of assets securitised	1	120	String	
1312	Description of associate	35		String	
1313	Description of balances with the rest of group	36		String	
1314	Description of barter transaction	1	125	String	
1315	Description of basis of apportionment of tax between extraordinary and exceptional items	1		Money	
1316	Description of basis used to determine the overall expected rate of return on assets in benefit scheme scheme	27		String	
1317	Description of body authorising accounts for issue	1		String	
1318	Description of business segment	19		String	
1319	Description of capital	1		String	
1320	Description of change in accounting policy and its impact	1	1	String	
1321	Description of change in fair value / available-for-sale reserve	1	11	String	
1322	Description of change in format of accounts	1	12	String	
1323	Description of change in price index over the period	1		String	
1324	Description of change in valuation technique	1	46	String	
"	"	1	47	String	
1325	Description of change to estimation technique	1	38	String	
1326	Description of changes in capital management during period	1		String	
1327	Description of changes in exposure to and management of credit risk during the period	1		String	
1328	Description of changes in exposure to and management of foreign exchange risk during the period	1		String	
1329	Description of changes in exposure to and management of interest rate risk during the period	1		String	
1330	Description of changes in exposure to and management of liquidity risk during the period	1		String	
1331	Description of changes in exposure to and management of market risk during the period	1		String	
1332	Description of changes in exposure to and management of other price risk during the period	1		String	
1333	Description of changes in exposure to and management of other specific type of risk during the period	1	92	String	
1334	Description of changes in functional currency	1		String	
1335	Description of changes in methods and assumptions underlying foreign exchange risk sensitivity analysis	1		String	
1336	Description of changes in methods and assumptions underlying interest rate risk sensitivity analysis	1		String	
1337	Description of changes in methods and assumptions underlying market risk sensitivity analysis	1		String	
1338	Description of changes in methods and assumptions underlying other price risk sensitivity analysis	1		String	
1339	Description of charges on assets of entity in order to secure third party liabilities	1	13	String	
1340	Description of circumstances in which tax would be payable (recoverable)	1	142	String	
1341	Description of class of capital, associate	35	27	String	
1342	Description of class of capital, joint-venture	34	28	String	
1343	Description of class of capital, other participating interest or investment	37	29	String	
1344	Description of class of capital, subsidiary	36	30	String	
1345	Description of collateral for specific impaired financial assets	1	50	String	
1346	Description of collateral held as security and other credit enhancements on specific type of financial asset	1	22	String	
1347	Description of commitments to make additional pension payments over a number of years	1	102	String	
1349	Description of concentrations of credit risk	1		String	
1350	Description of concentrations of foreign exchange risk	1		String	
1351	Description of concentrations of interest rate risk	1		String	
1352	Description of concentrations of liquidity risk	1		String	
1353	Description of concentrations of market risk	1		String	
1354	Description of concentrations of other price risk	1		String	
1355	Description of concentrations of other specific type of risk	1	92	String	
1356	Description of consequences of non-compliance with any externally imposed capital requirements	1		String	
1357	Description of the contractual agreement/stated policy for defined benefit scheme for entities under common control	27		String	
1358	Description of contribution scheme	27		String	
1359	Description of convertible debt	1	31	String	
1360	Description of credit quality of specific type of financial assets that are neither past due nor impaired	1	22	String	
1361	Description of credit risk exposure and management	1		String	
1362	Description of criteria for designating financial assets as available-for-sale	1		String	
1363	Description of criteria for determining net gains or losses on financial instruments	1		String	
1364	Description of criteria for determining that an impairment loss has occurred	1		String	
1365	Description of debenture loan / loans held by nominees or trustees of the entity	1	23	String	
1366	Description of debenture loan / loans issued in the period	1	24	String	
1367	Description of debt covered by refinancing arrangement	1	15	String	
1368	Description of default or breaches on principal, interest, sinking fund or redemption terms	1	60	String	
1369	Description of defined benefit scheme	27		String	
1370	Description of defined benefit scheme that share risks between entities under common control	27		String	
1371	Description of depreciation method and rate or useful economic life for tangible fixed assets	23		String	
1372	Description of designation criteria for financial assets or liabilities at fair value through profit or loss	1		String	
1373	Description of difference between aggregate tangible fixed asset value at cost and valuation	23		String	
1374	Description of differences in accounting rules between an entity's individual accounts and group accounts	1		String	
1375	Description of ESOP trust	1	36	String	
1376	Description of effect of change in estimates of residual values of tangible fixed assets	23		String	
1377	Description of effect and reasons for any change in methods of amortisation of intangible fixed assets	22		String	
1378	Description of effect and reasons for any change in methods of depreciation of tangible fixed assets	23		String	
1379	Description of effect of specific revision to useful life of intangible fixed assets	22	33	String	
1380	Description of effect of specific revision to useful life of tangible fixed assets	23	34	String	
1381	Description of effective interest rate at the date of reclassification from available-for-sale to loans and receivables	1		String	
1382	Description of effective interest rate at the date of reclassification from held for trading to available-for-sale	1		String	
1383	Description of effective interest rate at the date of reclassification from held for trading to held-to-maturities	1		String	
1384	Description of effective interest rate at the date of reclassification rom held for trading to loans and receivables	1		String	
1385	Description of entity financial instrument included in pension scheme	27	37	String	
1386	Description of estimated cash flow at the date of reclassification from available-for-sale to loans and receivables	1		String	
1387	Description of estimated cash flow at the date of reclassification from held for trading to available-for-sale	1		String	
1388	Description of estimated cash flow at the date of reclassification from held for trading to held-to-maturities	1		String	
1389	Description of estimated cash flow at the date of reclassification rom held for trading to loans and receivables	1		String	
1390	Description of exceptional cash flow not related to exceptional or extraordinary items	13	40	String	
1391	Description of exceptional item impacting cash flow	13	77	String	
1392	Description of exceptional items and special circumstances	1	124	String	
1393	Description of exceptional operating cost	11	81	String	All 11,13 HyIds to go
"	"	13	81	String	"
1394	Description of exposure to other specific type of risk and its management	1	92	String	
1395	Description of exposure to specific financial assets which do not qualify for derecognition	1	26	String	
1396	Description of exposures of financial instruments to credit risk	1		String	
1397	Description of exposures of financial instruments to foreign exchange risk	1		String	
1398	Description of exposures of financial instruments to interest rate risk	1		String	
1399	Description of exposures of financial instruments to liquidity risk	1		String	
1400	Description of exposures of financial instruments to market risk	1		String	
1401	Description of exposures of financial instruments to other price risk	1		String	
1402	Description of exposures of financial instruments to other specific type of risk	1	92	String	
1403	Description of extent to which shares in ESOP trust are under option to employees or have been conditionally gifted	1	36	String	
1404	Description of externally imposed capital requirements	1		String	
1405	Description of financial instruments designated as cash flow hedges	1		String	
1406	Description of financial instruments designated as fair value hedges	1		String	
1407	Description of financial instruments designated as net investment hedge	1		String	
1408	Description of foreign exchange risk exposure and management	1		String	
1409	Description of fundamental inherent uncertainties	1		String	
1410	Description of gain or loss in net monetary position arising from presentation in hyperinflationary currency	1		String	
1411	Description of gearing ratio	1		String	
1412	Description of geographic segment	20		String	
1413	Description of goodwill and intangible asset amortisation method and periods	22		String	
1414	Description of grant affected by modification	28		String	
1415	Description of guarantee	1	126	String	
1416	Description of how any direct measurement of fair value of goods and services received during the period was achieved	28		String	
1417	Description of how any other features of the granted equity instrument grant were incorporated into measurement of fair value	28	42	String	
1418	Description of how any other features of option grants were incorporated into measurement of fair value	28	44	String	
1419	Description of how change in fair value arising from the modification was measured	28		String	
1420	Description of how dividends were incorporated into measurement of fair value of equity instrument grant	28	42	String	
1421	Description of how fair value of equity instrument grant was measured	28	42	String	
1422	Description of how the joint-venture is jointly managed	34		String	
1423	Description of how volatility of option grants were determined	28	44	String	
1424	Description of impact on profit or loss and equity caused by change in foreign exchange risk variables	1		String	
1425	Description of impact on profit or loss and equity caused by change in interest rate risk variables	1		String	
1426	Description of impact on profit or loss and equity caused by change in market risk variables	1		String	
1427	Description of impact on profit or loss and equity caused by change in other price risk variables	1		String	
1428	Description of income item affected by asset with non-recourse finance arrangement	1	84	String	
1429	Description of individual extraordinary item	1	56	String	
1430	Description of information necessary to give a true and fair view	1		String	
1431	Description of interest rate on specific bank loan	1	7	String	
1432	Description of interest rate risk exposure and management	1		String	
1433	Description of interest rate swap or cap arrangements related to the securitisation	1	120	String	
1434	Description of investments not carried on an historical cost basis	24	57	String	
1435	Description of joint-venture	34		String	
1436	Description of limitation of sensitivity analysis	1	4	String	
1437	Description of limited recourse debt	1	58	String	
1438	Description of liquidity risk exposure and management	1		String	
1439	Description of main terms of loan transfer arrangement	1	59	String	
1440	Description of management of liquidity risk inherent in differing maturities of all financial liabilities	1		String	
1441	Description of management of liquidity risk inherent in differing maturities of financial liabilities	1		String	
1442	Description of market risk exposure and management	1		String	
1443	Description of material adjustments to provisional fair values and goodwill relating to acquisition	31		String	
1444	Description of means of measurement of fair value of equity instrument grant if this was not based on an observable market price	28	42	String	
1445	Description of method of allocation of interest between continuing and discontinued operations	13		String	
1446	Description of method of ascertaining attributable profit	1		String	
1447	Description of method of ascertaining turnover	1		String	
1448	Description of method and assumptions used in determining financial instrument fair values	1	46	String	
"	"	1	47	String	
1449	Description of method and underlying assumptions of allocation of tax between continuing and discontinued operations	1		String	
1450	Description of method used in accounting for hyperinflationary currency	1		String	
1451	Description of method of valuation if not market value	24	57	String	
1452	Description of methods and assumptions underlying foreign exchange sensitivity analysis	1		String	
1453	Description of methods and assumptions underlying interest rate risk sensitivity analysis	1		String	
1454	Description of methods and assumptions underlying market risk sensitivity analysis	1		String	
1455	Description of methods and assumptions underlying other price risk sensitivity analysis	1		String	
1456	Description of methods used to determine change in fair value of financial instruments attributable to changes in credit risk	1		String	
1457	Description of methods used to determine change in fair value of specific financial liabilities attributable to changes in credit risk	1	10	String	
1458	Description of modification	28		String	
1459	Description of mortality assumptions	27		String	
1460	Description of nature of particular inflow, assets concerned and possible financial effect	1	103	String	
1461	Description of the nature and reasons for the departure from the standard and its effect	1	138	String	
1462	Description of nature of risks being hedged by cash flow hedges	1		String	
1463	Description of nature of risks being hedged by fair value hedges	1		String	
1464	Description of nature of risks being hedged by net investment hedge	1		String	
1465	Description of nature of risks being hedged by specific cash flow hedge	1	9	String	
1466	Description of nature of risks being hedged by specific fair value hedge	1	43	String	
1467	Description of nature of risks being hedged by specific net investment hedge	1	49	String	
1468	Description of new secured loan	13	66	String	
1469	Description of new unsecured loan	13	67	String	
1470	Description of non-cash transaction	13	62	String	
1471	Description of non-interest bearing borrowings	29		String	
1472	Description of obligation to pay	1	17	String	
1473	Description of off balance sheet arrangement and its financial impact	1	71	String	
1474	Description of option pricing model, method used, assumptions made and inputs not separately listed	28	44	String	
1475	Description of options for repurchase or transfer of securitised assets	1	120	String	
1476	Description or reasons for share issue	41	55	String	
1482	Description of other disclosure relevant to the loan transfer	1	59	String	
1483	Description of other disclosure relevant to the securitisation	1	120	String	
1487	Description of other factors which impact charges and liabilities arising from share-based payments	28		String	
1488	Description of other financial commitments not provided for in the accounts	1	82	String	
1489	Description of other government assistance	9	83	String	All 9,13 HyIds to go
"	"	13	83	String	"
1490	Description of other information relevant to establishment of fair value of grants during the period	28		String	
1491	Description of other material assumptions	27		String	
1496	Description of other participating interest or investment	37		String	
1497	Description of other price risk exposure and management	1		String	
1498	Description of other relevant information related to share-based payments	28		String	
1499	Description of other specific exceptional gain (loss reported after operating profit (loss)	1	32	String	
1500	Description of other specific type of risk	1	92	String	
1501	Description of other staff cost	13	96	String	
1505	Description of other type of default or breach	1	60	String	
1506	Description of other unexceptional operating cost	13	97	String	
1507	Description of other unusual debt	1	98	String	
1508	Description of ownership of issuer	1	120	String	
1509	Description of partially transferred asset and uncertainty over gain and loss	1	101	String	
1510	Description of particular consignment stock	13	19	String	
1511	Description of pension commitments	1	102	String	
1512	Description of period of arrears	41		String	
1513	Description of periods when cash flows related to hedges are expected to occur and affect profit and loss	1		String	
1514	Description of periods when cash flows related to specific hedge are expected to occur and affect profit and loss	1	9	String	
1515	Description of policy and processes for managing credit risk	1		String	
1516	Description of policy and processes for managing foreign exchange risk	1		String	
1517	Description of policy and processes for managing interest rate risk	1		String	
1518	Description of policy and processes for managing liquidity risk	1		String	
1519	Description of policy and processes for managing market risk	1		String	
1520	Description of policy and processes for managing other price risk	1		String	
1521	Description of policy and processes for managing other specific type of risk	1	92	String	
1522	Description of post balance sheet event and estimate of its financial effect	1	104	String	
1523	Description of priority and amount of claims on proceeds from securitised assets	1	120	String	
1524	Description of probable contingent assets	1		String	
1525	Description of profit and loss line item in which defined benefit scheme charge or credit is included	27	41	String	
1526	Description of property or other asset included in pension scheme which is used by the entity	27	105	String	
1527	Description of reasons for impairment of specific financial assets	1	50	String	
1528	Description of reasons for transfer of financial instruments from level 1 and level 2	1		String	
1529	Description of reasons for transfer of financial instruments from level 2 to level 1	1		String	
1530	Description of reasons for transfer of financial instruments into level 3 of fair value hierarchy	1		String	
1531	Description of reasons for transfer of financial instruments out of level 3 of fair value hierarchy	1		String	
1532	Description of reasons why deferred tax asset due after one year should be recognised	13		String	
1533	Description of reasons why deferred tax asset due within one year should be recognised	13		String	
1534	Description of reasons why deferred tax asset should be recognised	21		String	
1535	Description of reclassification of financial assets at cost or amortised cost rather than at fair value	1		String	
1536	Description of reclassification of financial assets at fair value rather than at cost or amortised cost	1		String	
1537	Description of reconciling item in impairment account	1	107	String	
1538	Description of region to which longevity figures apply	27	61	String	
1539	Description of the relationship between the parties	1	109	String	
1540	Description of restatements to figures for previous periods	1		String	
1541	Description of restrictions preventing transfer of cash between parts of business and group and amounts involved	13	110	String	
1542	Description of results of sensitivity analysis	1	4	String	
1543	Description of retained ownership interests, if any	33		String	
1544	Description of right, obligation, guarantee or commitment not recognised as asset or liability	1	115	String	
1545	Description of rights on redemption, including dates and amounts payable	41		String	
1546	Description of rights on winding up, including priority and amounts	41		String	
1547	Description of rights to dividends	41		String	
1548	Description of rights to votes	41		String	
1549	Description of sale and repurchase arrangement based on a secured loan	1	117	String	
1550	Description of sale and repurchase arrangement under which seller has a different asset	1	118	String	
1551	Description of sale and repurchase arrangement which is not a financing transaction	1	119	String	
1552	Description of security for guarantee, if required	1	126	String	
1553	Description of share-based arrangement	28		String	
1554	Description of shares in individual ESOP trust which have not been vested unconditionally in employees	1	36	String	
1555	Description of shares which debt may convert to	1	31	String	
1556	Description of significant change in activities during period	1		String	
1557	Description of significant estimation technique	1	39	String	
1558	Description of source of negative goodwill in excess of fair value of non-monetary assets and explanation of timing of write-back	22		String	
1559	Description of special circumstances	1	123	String	
1560	Description of specific assets obtained by taking possession of collateral	1	5	String	
1561	Description of specific bank loan	1	7	String	
1562	Description of specific cash flow hedge	1	9	String	
1563	Description of specific class of financial asset	1	3	String	
"	"	1	22	String	
"	"	1	46	String	
"	"	1	51	String	
"	"	1	52	String	
1564	Description of specific collateral held which may be sold or repledged	1	14	String	
1565	Description of specific convertible bond issue	1	21	String	
1566	Description of specific departure from normal assumption	1	25	String	
1567	Description of specific fair value hedge	1	43	String	
1568	Description of specific financial assets for which fair value has not been disclosed	1	68	String	
1569	Description of specific financial assets pledged as collateral	1	45	String	
1570	Description of specific financial assets which do not qualify for derecognition	1	26	String	
1571	Description of specific financial instruments designated as cash flow hedges	1	9	String	
1572	Description of specific financial instruments designated as fair value hedges	1	43	String	
1573	Description of specific financial instruments designated as net investment hedge	1	49	String	
1574	Description of specific financial instruments determined to be impaired	1	50	String	
1575	Description of specific financial liabilities for which fair value has not been disclosed	1	69	String	
1576	Description of specific financial liabilities subject to a change in fair value due to changes in credit risk	1	10	String	
1577	Description of specific hedge of net investments in foreign operations	1	49	String	
1578	Description of specific increase (decrease) in value yet to be recognised arising from difference in asset fair value and value from valuation technique	1	53	String	
1579	Description of specific increase (decrease) in value yet to be recognised arising from difference in liability fair value and value from valuation technique	1	54	String	
1580	Description of specific loan due after five years	1	127	String	
1581	Description of specific properties valued as fully equipped operational entities, if required	23	112	String	
1582	Description of specific redeemable preference share issue	1	108	String	
1583	Description of specific type of financial liability	1	47	String	
1584	Description of subordinated debt	1	133	String	
1585	Description of subsidiary	36		String	
1586	Description of surplus or deficit in multi-employer scheme, basis of valuation and implications for entity	27		String	
1587	Description of tax treatment of amounts transferred to or from the revaluation reserve	1		String	
1588	Description of terms of repayment and rate of interest for bank borrowings and debenture loans after five years	1		String	
1589	Description of terms of repayment and rate of interest for bank loans and overdrafts after five years	1		String	
1590	Description of terms of repayment and rate of interest for borrowings due after five years	1		String	
1591	Description of terms of repayment and rate of interest for convertible debt after five years	1		String	
1592	Description of terms of repayment and rate of interest for debenture loans after five years	1		String	
1593	Description of terms of repayment and rate of interest for finance leases and hire purchase contracts after five years	1		String	
1594	Description of terms of repayment and rate of interest for other loans after five years	1		String	
1595	Description of terms of repayment and rate of interest for specific loan due after five years	1	127	String	
1596	Description of transaction for which hedge accounting previously used but which is no longer expected to occur	1	135	String	
1597	Description of the transaction and general amounts involved	1	109	String	
1598	Description of a transaction underlying the financial statements and its commercial effect	1	134	String	
1599	Description of transaction which is artificial or lacks substance and which leads to no gain or loss being recognised	1	136	String	
1600	Description of transactions with the rest of the group	36		String	
1601	Description of transitional method for post-retirement benefits other than pensions	1		String	
1602	Description of transitional relief taken to income by non-taxpaying entity that has lost right to reclaim tax credits	1	137	String	
1603	Description of translation of amounts in foreign currencies, including the results of foreign entities	1		String	
1604	Description of treatment of foreign exchange differences	1		String	
1605	Description of type of debt instrument asset held in pension scheme	27	128	String	
1606	Description of type of equity asset held in pension scheme	27	129	String	
1607	Description of type and means of measurement of rate against sterling	1		String	
1608	Description of type of other asset held in pension scheme	27	130	String	
"	"	27	131	String	
1609	Description of type of property asset held in pension scheme	27	132	String	
1610	Description of unlisted investment not carried on an historical cost basis	24	140	String	
1611	Description of unusual asset or liability	1	143	String	
1612	Description of valuations of land or buildings which differ significantly from the book value	1		String	
1613	Description of what is included in liquid resources and any change of policy	13		String	
1614	Description why changes in fair value of financial insturments do not faithfully represent changes in credit risk	1		String	
1618	Detailed profit and loss statement free-text comment	13		String	
1619	Details of capital held, associate [grouping]		27	Tuple	All Tuple Members to go: 1341, 4794, 3725, 3816, 3818, 3817
1620	Details of capital held, joint-venture [grouping]		28	Tuple	All Tuple Members to go: 1342, 4795, 3726, 3819, 3821, 3820
1621	Details of capital held, other participating interest or investment [grouping]		29	Tuple	All Tuple Members to go: 1343, 4796, 3727, 3822, 3824, 3823
1622	Details of capital held, subsidiary [grouping]		30	Tuple	All Tuple Members to go: 1344, 4797, 3728, 3825, 3827, 3826
1623	Details of convertible debt [grouping]		31	Tuple	All Tuple Members to go: 1359, 4180, 216, 991, 1153, 1555, 3385, 2263
1626	Details of other exceptional gains (loss) reported after operating profit (loss) [grouping]		32	Tuple	All Tuple Members to go: 1499, 208, 2737, 2630
1630	Difference between accumulated depreciation and amortisation and capital allowances	21		Money	
1631	Difference between financial liabilities carrying value and contractual value at maturity	1		Money	
1632	Difference between specific financial liabilities carrying value and contractual value at maturity	1	10	Money	
1633	Diluted earnings (loss)	1		Money	
1634	Diluted earnings (loss) per share	41		PerShare	
1677	Director pensions, defined benefit schemes, costs	13		Money	
1681	Director pensions, defined contribution schemes, costs	13		Money	
1685	Director pensions, other costs, detailed P&L	13		Money	
1700	Disclosure of fact and effect of change to reasonably possible alternative assumption which would change fair value significantly	1		String	
1704	Discount on provision for deferred taxation	21		Money	
1705	Discounted provision for deferred taxation	21		Money	
1706	Discounted provisions	13		Money	
1707	Discounts allowable	13		Money	
1711	Discounts receivable	13		Money	
1725	Disposal net sales by origin to third parties	16		Money	
1726	Disposal operating profit	15		Money	All 15,16 HyIds to go
"	"	16		Money	"
1727	Disposal revenue	15		Money	
1729	Disposal sales by destination to third parties	16		Money	
1731	Disposal of subsidiaries, minority interests	1		Money	
1734	Disposals free-text comment	33		String	
1738	Distribution, average number of employees	1		Decimal	
1739	Distribution costs	10		Money	
1740	Distribution costs and administrative costs, subtotal	13		Money	
1743	Distribution, number of employees at date	1	70	Decimal	
1744	Dividend cover	1		Decimal	
1745	Dividend income	1		Money	
1746	Dividend income from associates	1		Money	
1747	Dividend income from available-for-sale financial assets	1		Money	
1748	Dividend income from financial assets at fair value through profit or loss	1		Money	
1749	Dividend income from joint-ventures	1		Money	
1750	Dividend income from other equity instruments	1		Money	
1751	Dividend income from subsidiaries	1		Money	
1752	Dividend, monetary value, redeemable preference share	41		Money	
1753	Dividend, percentage of par value, redeemable preference share	41		Percent	
1755	Dividends due from subsidiaries	13		Money	
1756	Dividends due from subsidiaries after one year	13		Money	
1757	Dividends due from subsidiaries within one year	13		Money	
1758	Dividends for redeemable preference shares	13		Money	
1759	Dividends free-text comment	26		String	
1760	Dividends from associates	13		Money	
1761	Dividends from associates and joint-ventures	13		Money	
1762	Dividends from joint-ventures	13		Money	
1763	Dividends from other current asset investments, listed	13		Money	
1764	Dividends from other current asset investments, unlisted	13		Money	
1765	Dividends from other fixed asset investments, listed	13		Money	
1766	Dividends from other fixed asset investments, unlisted	13		Money	
1767	Dividends from shares in individual associate	35		Money	
1768	Dividends from shares in individual participating interest	37		Money	
1769	Dividends from shares in individual subsidiary	36		Money	
1770	Dividends from UK companies	1		Money	
1771	Dividends from UK companies, impact on tax rate	1		Percent	
1775	Dividends paid and payable to minority interests	1		Money	All 1,13 HyIds to go
"	"	13		Money	"
1778	Dividends policy	1		String	
1779	Dividends previously appropriated	1		Money	All 1,26 HyIds to go
"	"	26		Money	"
1781	Dividends proposed, creditors due within one year	13		Money	
1782	Dividends proposed, cumulative preference shares, creditors due within one year	13		Money	
1783	Dividends proposed, ordinary shares, creditors due within one year	13		Money	
1784	Dividends received	13		Money	
1785	Dividends received or receivable from the excluded subsidiary	36		Money	
1786	Dividends withdrawn from total reserves	1		Money	
1789	Donations costs	13		Money	
1791	Double taxation relief	1		Money	
1792	Double taxation relief, impact on tax rate	1		Percent	
1793	Double taxation relief on tax on extraordinary profit (loss)	1		Money	
1794	Earliest date at which lender could demand repayment of debt in absence of refinancing	1	15	Date	
1795	Earliest redemption date, redeemable preference share	41		Date	
1796	Earnings per share free-text comment	1		String	
1798	Effect of change in discount rate serving to increase (decrease) discounted provisions	13		Money	
1800	Effect on basic EPS of goodwill amortisation and exceptional items	41		Money	
1801	Effect on diluted EPS of goodwill amortisation and exceptional items	41		Money	
1802	Effect of revisions to useful life of intangible fixed assets [grouping]		33	Tuple	All Tuple Members to go: 1379
1803	Effect of revisions to useful life of tangible fixed assets [grouping]		34	Tuple	All Tuple Members to go: 1380
1804	Effective current tax rate	1		Percent	
1805	Effective interest rate on bank borrowings	1		Percent	
1806	Effective interest rate on bank overdrafts	1		Percent	
1807	Effective interest rate on borrowings	1		Percent	
1808	Effective interest rate on convertible bond issues	1		Percent	
1809	Effective tax rate	1		Percent	
1810	Electricity charges	13		Money	
1814	Eliminating distortions caused by hyperinflation policy	1		String	
1815	Embedded derivatives, derivatives assets, designated as cash flow hedges	29		Money	
1816	Embedded derivatives, derivatives assets, designated as fair value hedges	29		Money	
1817	Embedded derivatives, derivatives assets, designated as hedges of net investment	29		Money	
1818	Embedded derivatives, derivatives assets, held for trading	29		Money	
1819	Embedded derivatives, derivatives liabilities, designated as cash flow hedges	29		Money	
1820	Embedded derivatives, derivatives liabilities, designated as fair value hedges	29		Money	
1821	Embedded derivatives, derivatives liabilities, designated as hedges of net investment	29		Money	
1822	Employee agreed contribution rate for period as percentage of pensionable earnings	27	2	Percent	
1823	Employee benefit trust [grouping]		35	Tuple	All Tuple Members to go: 3229, 1305
1824	Employee benefit trust payments	13		Money	
1828	Employee benefits policy	1		String	
1829	Employee contribution rate for latest period as percentage of pensionable earnings	27		Percent	
1830	Employee information free-text comment	1		String	
1833	Employee share option payments, decrease (increase) in profit and loss account	1		Money	All 1,39 HyIds to go
